question_id,option,cx,cy,score,ink_ratio,mean_darkness,strong_dark_ratio,component_area_ratio,state
275,3,610.5,587.5833333333334,0.730789,0.731707,0.728647,0.731707,0.731707,candidate_marked
275,4,627.5,587.5,0.017725,0.0,0.059085,0.0,0.0,empty
276,1,576.5,601.0,0.853659,0.853659,0.853659,0.853659,0.853659,candidate_marked
276,2,593.5,601.0,0.000803,0.0,0.002678,0.0,0.0,empty
276,3,610.5,601.0,0.0,0.0,0.0,0.0,0.0,empty
276,4,627.5,601.0,0.000316,0.0,0.001052,0.0,0.0,empty
277,1,576.5,614.5,0.761463,0.756098,0.773984,0.756098,0.756098,candidate_marked
277,2,593.5,614.5,0.016294,0.0,0.054314,0.0,0.0,empty
277,3,610.5,614.5,0.014824,0.0,0.049412,0.0,0.0,empty
277,4,627.5,614.5,0.015431,0.0,0.051438,0.0,0.0,empty
278,1,576.5,628.0,0.0,0.0,0.0,0.0,0.0,empty
278,2,593.5,628.0,0.734634,0.731707,0.741463,0.731707,0.731707,candidate_marked
278,3,610.5,628.0,0.0,0.0,0.0,0.0,0.0,empty
278,4,627.5,628.0,0.000316,0.0,0.001052,0.0,0.0,empty
279,1,576.5,641.5,0.015275,0.0,0.050915,0.0,0.0,empty
279,2,593.5,641.5,0.01898,0.0,0.063268,0.0,0.0,empty
279,3,610.5,641.5,0.707374,0.707317,0.707508,0.707317,0.707317,candidate_marked
279,4,627.5,641.5,0.018098,0.0,0.060327,0.0,0.0,empty
280,1,576.5,655.0,0.0,0.0,0.0,0.0,0.0,empty
280,2,593.5,655.0,0.00089,0.0,0.002965,0.0,0.0,empty
280,3,610.5,655.0,0.923056,0.926829,0.934577,0.902439,0.926829,candidate_marked
280,4,627.5,655.0,0.000344,0.0,0.001148,0.0,0.0,empty
281,1,576.5,668.0,0.0,0.0,0.0,0.0,0.0,empty
281,2,593.5,668.0,0.651951,0.658537,0.656911,0.634146,0.658537,candidate_marked
281,3,610.5,668.0,0.0,0.0,0.0,0.0,0.0,empty
281,4,627.5,668.0,0.000143,0.0,0.000478,0.0,0.0,empty
282,1,576.5,682.0,0.0,0.0,0.0,0.0,0.0,empty
282,2,593.5,682.0,0.000947,0.0,0.003156,0.0,0.0,empty
282,3,610.5,682.0,0.895882,0.902439,0.900909,0.878049,0.902439,candidate_marked
282,4,627.5,682.0,0.000402,0.0,0.001339,0.0,0.0,empty
283,1,576.5,695.0,0.0,0.0,0.0,0.0,0.0,empty
283,2,593.5,695.0,0.715581,0.707317,0.734864,0.707317,0.707317,candidate_marked
283,3,610.5,695.0,0.0,0.0,0.0,0.0,0.0,empty
283,4,627.5,695.0,0.000143,0.0,0.000478,0.0,0.0,empty
284,1,576.5,709.0,0.0,0.0,0.0,0.0,0.0,empty
284,2,593.5,709.0,0.000976,0.0,0.003252,0.0,0.0,empty
284,3,610.5,709.0,0.904046,0.902439,0.907795,0.902439,0.902439,candidate_marked
284,4,627.5,709.0,0.000459,0.0,0.00153,0.0,0.0,empty
285,1,576.5,722.0,0.0,0.0,0.0,0.0,0.0,empty
285,2,593.5,722.0,0.00066,0.0,0.0022,0.0,0.0,empty
285,3,610.5,722.0,0.0,0.0,0.0,0.0,0.0,empty
285,4,627.5,722.0,0.612023,0.609756,0.617312,0.609756,0.609756,candidate_marked
286,1,576.5,736.0,0.0,0.0,0.0,0.0,0.0,empty
286,2,593.5,736.0,0.001033,0.0,0.003443,0.0,0.0,empty
286,3,610.5,736.0,0.831679,0.829268,0.837303,0.829268,0.829268,candidate_marked
286,4,627.5,736.0,0.000488,0.0,0.001626,0.0,0.0,empty
287,1,576.5,749.0,0.854376,0.853659,0.85605,0.853659,0.853659,candidate_marked
287,2,593.5,749.0,0.00066,0.0,0.0022,0.0,0.0,empty
287,3,610.5,749.0,0.0,0.0,0.0,0.0,0.0,empty
287,4,627.5,749.0,0.000143,0.0,0.000478,0.0,0.0,empty
288,1,576.5,763.0,0.736987,0.731707,0.749307,0.731707,0.731707,candidate_marked
288,2,593.5,763.0,0.00109,0.0,0.003635,0.0,0.0,empty
288,3,610.5,763.0,0.0,0.0,0.0,0.0,0.0,empty
288,4,627.5,763.0,0.000574,0.0,0.001913,0.0,0.0,empty
289,1,576.5,776.0,0.0,0.0,0.0,0.0,0.0,empty
289,2,593.5,776.0,0.00066,0.0,0.0022,0.0,0.0,empty
289,3,610.5,776.0,0.0,0.0,0.0,0.0,0.0,empty
289,4,627.5,776.0,0.710072,0.707317,0.716499,0.707317,0.707317,candidate_marked
290,1,576.5,790.0,0.0,0.0,0.0,0.0,0.0,empty
290,2,593.5,790.0,0.001176,0.0,0.003922,0.0,0.0,empty
290,3,610.5,790.0,0.95495,0.95122,0.963654,0.95122,0.95122,candidate_marked
290,4,627.5,790.0,0.000603,0.0,0.002009,0.0,0.0,empty
291,1,576.5,803.0,0.83122,0.829268,0.835772,0.829268,0.829268,candidate_marked
291,2,593.5,803.0,0.000689,0.0,0.002296,0.0,0.0,empty
291,3,610.5,803.0,0.0,0.0,0.0,0.0,0.0,empty
291,4,627.5,803.0,0.000172,0.0,0.000574,0.0,0.0,empty
292,1,576.5,817.0,0.712884,0.707317,0.725873,0.707317,0.707317,candidate_marked
292,2,593.5,817.0,0.001205,0.0,0.004017,0.0,0.0,empty
292,3,610.5,817.0,0.0,0.0,0.0,0.0,0.0,empty
292,4,627.5,817.0,0.00066,0.0,0.0022,0.0,0.0,empty
293,1,576.5,830.0,0.0,0.0,0.0,0.0,0.0,empty
293,2,593.5,830.0,0.000717,0.0,0.002391,0.0,0.0,empty
293,3,610.5,830.0,0.830502,0.829268,0.833381,0.829268,0.829268,candidate_marked
293,4,627.5,830.0,0.000201,0.0,0.00067,0.0,0.0,empty
294,1,576.5,843.5,0.015196,0.0,0.050654,0.0,0.0,empty
294,2,593.5,843.5555555555555,0.717733,0.707317,0.742037,0.707317,0.707317,candidate_marked
294,3,610.5,843.5,0.015216,0.0,0.050719,0.0,0.0,empty
294,4,627.5,843.5,0.017824,0.0,0.059412,0.0,0.0,empty
295,1,576.5,857.0,0.0,0.0,0.0,0.0,0.0,empty
295,2,593.5,857.0,0.000832,0.0,0.002774,0.0,0.0,empty
295,3,610.5,857.0,0.829268,0.829268,0.829268,0.829268,0.829268,candidate_marked
295,4,627.5,857.0,0.000316,0.0,0.001052,0.0,0.0,empty
296,1,576.5,870.5,0.014824,0.0,0.049412,0.0,0.0,empty
296,2,593.5,870.5,0.63406,0.634146,0.633859,0.634146,0.634146,candidate_marked
296,3,610.5,870.5,0.014824,0.0,0.049412,0.0,0.0,empty
296,4,627.5,870.5,0.015412,0.0,0.051373,0.0,0.0,empty
297,1,576.5,884.0,0.0,0.0,0.0,0.0,0.0,empty
297,2,593.5,884.0,0.000832,0.0,0.002774,0.0,0.0,empty
297,3,610.5,884.0,0.0,0.0,0.0,0.0,0.0,empty
297,4,627.5,884.0,0.708694,0.707317,0.711908,0.707317,0.707317,candidate_marked
298,1,576.5,897.0,0.0,0.0,0.0,0.0,0.0,empty
298,2,593.5,897.0,0.00066,0.0,0.0022,0.0,0.0,empty
298,3,610.5,897.0,0.0,0.0,0.0,0.0,0.0,empty
298,4,627.5,897.0,0.637561,0.634146,0.645528,0.634146,0.634146,candidate_marked
299,1,576.5,911.0,0.904792,0.902439,0.910282,0.902439,0.902439,candidate_marked
299,2,593.5,911.0,0.000918,0.0,0.003061,0.0,0.0,empty
299,3,610.5,911.0,0.0,0.0,0.0,0.0,0.0,empty
299,4,627.5,911.0,0.000373,0.0,0.001243,0.0,0.0,empty
300,1,576.5,924.0,0.0,0.0,0.0,0.0,0.0,empty
300,2,593.5,924.0,0.00066,0.0,0.0022,0.0,0.0,empty
300,3,610.5,924.0,0.0,0.0,0.0,0.0,0.0,empty
300,4,627.5,924.0,0.000143,0.0,0.000478,0.0,0.0,empty
